@relation trainingData

@attribute text string
@attribute sentiment_class {positive,negative}

@data
'После ужина ',positive
'После ужина ',positive
'После ужина ',positive
'Чекај USERNAME  што да пустим човека  USERNAME  да се залуђује, па после да се избедачи кад буду неки већи избори? ',positive
'А дс не побеђује тамо где год се кандидује снс.  Једина шанса да негде победите је да се снс не кандидује.   USERNAME ',positive
'USERNAME  у, па то мора да уђе у употребу ',positive
'Бог маркетинга  URL #приколы',positive
'USERNAME  прочитав и јас ',positive
'USERNAME  нервозна бегам подалеку јер не сакам последици ',positive
'USERNAME  Ама пијачка за кохезија. Табела утре  USERNAME ',positive
'USERNAME  зборлеста сум само кога сум нервозна, и пијана ',positive
'USERNAME  \"                                      \" овој цитат? ',positive
'USERNAME  Омић, 217цм, 111кг, 22 године, замена за Бобија? ',positive
'USERNAME  ја два пара ',positive
'USERNAME  из сакур ?',positive
'USERNAME  код мене се \'напатиле\' претерано лепе жене и није ми пријатно због тога, слабо срце ',positive
'За ова копиљациве пред зграда лек само Гру од ДиспикаблМи ',positive
'Бог маркетинга ',positive
'USERNAME  чекам слики птичја перспектива од митингот ',positive
